arxiv_id,title,abstract,authors,published,updated,primary_category,all_categories,comments,journal_ref,doi,abstract_url,pdf_url,collection_query,collection_year,screen_id,qis_relevance_label,qis_subfield,paper_type,screening_reason,key_qis_terms,selected_for_pilot,recognition_flag,manual_review_needed
2501.03274,A no-go result for QBism,"In QBism the wave function does not represent an element of physical reality external to the agent, but represent an agent's personal probability assignments, reflecting his subjective degrees of belief about the future content of his experience. In this paper, I argue that this view of the wave function is not consistent with protective measurements. The argument does not rely on the realist assumption of the psi-ontology theorems, namely the existence of the underlying ontic state of a quantum system.","[""Shan Gao""]",2025-01-05T08:58:24+00:00,2025-01-05T08:58:24+00:00,quant-ph,"[""quant-ph"", ""physics.hist-ph""]","8 pages, no figures","Found Phys 51, 103 (2021)",10.1007/s10701-021-00505-1,http://arxiv.org/abs/2501.03274v1,https://arxiv.org/pdf/2501.03274v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_021,out_of_scope,out_of_scope_other,theory,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2301.01108,Towards optimization under uncertainty for fundamental models in energy markets using quantum computers,"We present a method to formulate the unit commitment problem in energy production as quadratic unconstrained binary optimization (QUBO) problem, which can be solved by classical algorithms and quantum computers. We suggest a first approach to consider uncertainties in the renewable energy supply, power demand and machine failures. We show how to find cost-saving solutions of the UCP under these uncertainties on quantum computers. We also conduct a study with different problem sizes and we compare results of simulated annealing with results from quantum annealing machines.","[""M. C. Braun"", ""T. Decker"", ""N. Hegemann"", ""S. F. Kerstan"", ""F. Lorenz""]",2023-01-03T14:07:15+00:00,2023-01-03T14:07:15+00:00,quant-ph,"[""quant-ph""]",,,,http://arxiv.org/abs/2301.01108v1,https://arxiv.org/pdf/2301.01108v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_022,out_of_scope,out_of_scope_other,algorithmic_or_complexity,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2401.02812,Fast forward evolution in heat equation:Tunable heat transport in adiabatic regime,"We consider the problem of fast forward evolution of the processes described in terms of the heat equation. The matter is considered on an adiabatically expanding time-dependent box. Attention is paid to acceleration of heat transfer processes. So called shortcuts to adiabaticity, implying fast forwarding of the adiabatic states are studied. Heat flux and temperature profiles are analyzed for standard and fast forwarded regimes.","[""J. Matrasulov"", ""J. R. Yusupov"", ""A. A. Saidov""]",2024-01-05T13:51:38+00:00,2024-01-05T13:51:38+00:00,quant-ph,"[""quant-ph"", ""cond-mat.mes-hall"", ""math-ph""]",,"Nanosystems: Physics, Chemistry, Mathematics 14 (4), (2023) 421-427",10.17586/2220-8054-2023-14-4-421-427,http://arxiv.org/abs/2401.02812v1,https://arxiv.org/pdf/2401.02812v1,cat:quant-ph AND submittedDate:[202401010000 TO 202412312359],2024,SCREEN_023,out_of_scope,out_of_scope_other,theory_or_methods,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2501.02513,Linear Optics to Scalable Photonic Quantum Computing,"Recent advancements in quantum photonics have driven significant progress in photonic quantum computing (PQC), addressing challenges in scalability, efficiency, and fault tolerance. Experimental efforts have focused on integrated photonic platforms utilizing materials such as silicon photonics and lithium niobate to enhance performance. Parameters like photon loss rates, coupling efficiencies, and fidelities have been pivotal, with state-of-the-art systems achieving coupling efficiencies above 90% and photon indistinguishability exceeding 99%. Quantum error correction schemes have reduced logical error rates to below $10^{-3}$, marking a step toward fault-tolerant PQC. Photon generation has also advanced with deterministic sources, such as quantum dots, achieving brightness levels exceeding $10^6$ photon pairs/s/mW and time-bin encoding enabling scalable entanglement. Heralded single-photon sources now exhibit purities above 99%, driven by innovations in fabrication techniques. High-efficiency photon detectors, such as superconducting nanowire single-photon detectors (SNSPDs), have demonstrated detection efficiencies exceeding 98%, dark count rates below 1 Hz, and timing jitters as low as 15 ps, ensuring precise photon counting and manipulation. Moreover, demonstrations of boson sampling with over 100 photons underscore the growing computational power of photonic systems, surpassing classical limits. The integration of machine learning has optimized photonic circuit design, while frequency multiplexing and time-bin encoding have increased system scalability. Together, these advances bridge the gap between theoretical potential and practical implementation, positioning PQC as a transformative technology for computing, communication, and quantum sensing.","[""Dennis Delali Kwesi Wayo"", ""Leonardo Goliatt"", ""Darvish Ganji""]",2025-01-05T11:59:58+00:00,2025-01-05T11:59:58+00:00,quant-ph,"[""quant-ph""]",,,,http://arxiv.org/abs/2501.02513v1,https://arxiv.org/pdf/2501.02513v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_024,in_scope,quantum_error_correction,experimental_or_demonstration,"Heuristic matched in scope evidence for quantum_error_correction: quantum error correction, error correction, fault tolerance.","[""quantum error correction"", ""error correction"", ""fault tolerance"", ""fault tolerant""]",True,False,False
2401.0193,Entanglement and confinement in lattice gauge theory tensor networks,We develop a transfer operator approach for the calculation of Rényi entanglement entropies in arbitrary (i.e. Abelian and non-Abelian) pure lattice gauge theory projected entangled pair states in 2+1 dimensions. It is explicitly shown how the long-range behavior of these quantities gives rise to an entanglement area law in both the thermodynamic limit and in the continuum. We numerically demonstrate the applicability of our method to the $Z_2$ lattice gauge theory and relate some entanglement properties to the confinement-deconfinement transition therein. We provide evidence that Rényi entanglement entropies in certain cases do not provide a complete probe of (de)confinement properties compared to Wilson loop expectation values as other genuine (nonlocal) observables.,"[""Johannes Knaute"", ""Matan Feuerstein"", ""Erez Zohar""]",2024-01-03T19:00:01+00:00,2024-02-23T19:15:28+00:00,quant-ph,"[""quant-ph"", ""cond-mat.str-el"", ""hep-lat"", ""hep-th""]",v2: minor extended discussions,"JHEP 2024, 174 (2024)",10.1007/JHEP02(2024)174,http://arxiv.org/abs/2401.01930v2,https://arxiv.org/pdf/2401.01930v2,cat:quant-ph AND submittedDate:[202401010000 TO 202412312359],2024,SCREEN_025,borderline,borderline_many_body,experimental_or_demonstration,Heuristic matched borderline evidence for borderline_many_body: area law.,"[""area law""]",False,False,True
2301.00338,Unification of thermal and quantum noise in gravitational-wave detectors,"Contemporary gravitational-wave detectors are fundamentally limited by thermal noise -- due to dissipation in the mechanical elements of the test mass -- and quantum noise -- from the vacuum fluctuations of the optical field used to probe the test mass position. Two other fundamental noises can in principle also limit sensitivity: test-mass quantization noise due to the zero-point fluctuation of its mechanical modes, and thermal excitation of the optical field. We use the quantum fluctuation-dissipation theorem to unify all four noises. This unified picture shows precisely when test-mass quantization noise and optical thermal noise can be ignored.","[""Chris Whittle"", ""Lee McCuller"", ""Vivishek Sudhir"", ""Matthew Evans""]",2023-01-01T03:57:10+00:00,2023-01-01T03:57:10+00:00,astro-ph.IM,"[""astro-ph.IM"", ""gr-qc"", ""quant-ph""]","5 pages, 2 figures","Phys. Rev. Lett. 130, 241401 (2023)",10.1103/PhysRevLett.130.241401,http://arxiv.org/abs/2301.00338v1,https://arxiv.org/pdf/2301.00338v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_026,out_of_scope,out_of_scope_other,theory,Heuristic matched out of scope evidence for out_of_scope_other: gravitational.,"[""gravitational""]",False,False,False
2601.00651,Experimental exclusion of a generalized Károlyházy gravity-induced decoherence model,"We report new experimental constraints on the generalized version of the gravity-induced decoherence model originally proposed by Károlyházy. Using data collected by the VIP Collaboration at the INFN Gran Sasso National Laboratory with a high-purity germanium detector, we derive an improved lower bound on the spatial correlation length $R_K$ characterizing metric fluctuations in the model. We obtain a bound $R_K > 4.64$ m (95\% C.L.), which exceeds by more than an order of magnitude the previous experimental limit. When combined with the theoretical upper bound $R_K <1.98$ m derived from macroscopic localization requirements, our result excludes the generalized Károlyházy model. The same conclusion applies to an associated non-Markovian formulation of the Continuous Spontaneous Localization (CSL) model. Our findings significantly tighten experimental constraints on gravity-related decoherence scenarios and demonstrate the sensitivity of underground low-background experiments to foundational modifications of quantum mechanics.","[""Nicola Bortolotti"", ""Kristian Piscicchia"", ""Matthias Laubenstein"", ""Simone Manti"", ""Antonino Marcianò"", ""Federico Nola"", ""Catalina Curceanu""]",2026-01-02T11:28:32+00:00,2026-01-02T11:28:32+00:00,quant-ph,"[""quant-ph""]","10 pages, 4 figures",,,http://arxiv.org/abs/2601.00651v1,https://arxiv.org/pdf/2601.00651v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_027,out_of_scope,out_of_scope_other,experimental_or_demonstration,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2601.01355,Soliton Thouless pumping engineered by inter-site nonlinearities,"We study soliton Thouless pumping in an extended diagonal Aubry-André-Harper model with on-site nonlinearities and inter-site nonlinearities. We show that the inter-site nonlinearities can make solitons acquire anomalous transport distances far beyond the ones predicted by the linear bands, and the quantized displacements can be engineered well. We uncover that nonlinear instabilities require lower limits on sweeping rates for soliton pumping, challenging the common notion that slower modulation enables a more favorable realization of topological transport. The nonlinear interactions between solitons make multi-soliton pumping generally lack the robustness characteristic of Thouless pumping as linear systems. Our results provide many possibilities to engineer topological pumping by nonlinearities, and further make a step for applications of soliton pumping.","[""Tao Jiang"", ""Li-Chen Zhao""]",2026-01-04T03:53:24+00:00,2026-01-04T03:53:24+00:00,nlin.PS,"[""nlin.PS"", ""physics.atom-ph"", ""quant-ph""]","8 pages, 6 figures",,,http://arxiv.org/abs/2601.01355v1,https://arxiv.org/pdf/2601.01355v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_028,out_of_scope,out_of_scope_other,theory_or_methods,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2601.02516,Compressed Qubit Noise Spectroscopy: Piecewise-Linear Modeling and Rademacher Measurements,"Random pulse sequences are a powerful method for qubit noise spectroscopy, enabling efficient reconstruction of sparse noise spectra. Here, we advance this method in two complementary directions. First, we extend the method using a regularizer based on the total generalized variation (TGV) norm, in order to reconstruct a larger class of noise spectra, namely piecewise-linear noise spectra, which more realistically model many physical systems. We show through numerical simulations that the new method resolves finer spectral features, while maintaining an order-of-magnitude speedup over conventional approaches to noise spectroscopy. Second, we simplify the experimental implementation of the method, by introducing Rademacher measurements for reconstructing sparse noise spectra. These measurements use pseudorandom pulse sequences that can be generated in real time from a short random seed, reducing experimental complexity without compromising reconstruction accuracy. Together, these developments broaden the reach of random pulse sequences for accurate and efficient noise characterization in realistic quantum systems.","[""Kaixin Huang"", ""Demitry Farfurnik"", ""Dror Baron"", ""Yi-Kai Liu""]",2026-01-05T19:42:15+00:00,2026-01-05T19:42:15+00:00,quant-ph,"[""quant-ph"", ""cs.IT""]","10 pages, 9 figures",,,http://arxiv.org/abs/2601.02516v1,https://arxiv.org/pdf/2601.02516v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_029,borderline,quantum_hardware_systems,experimental_hardware,Heuristic matched borderline evidence for quantum_hardware_systems: qubit.,"[""qubit""]",False,False,True
2301.00574,Environmental-induced work extraction,"A measurement can extract work from an entangled, e.g., two-mode system. Here, we inquire the extracted work when no intellectual creature, like an ancilla/daemon, is present. When the monitoring is carried out by the environmental modes, that is when no measurement-apparatus is present, the measurement-basis becomes the coherent state. This implies a Gaussian measurement with a fixed strength $λ=1$. For two-mode Gaussian states, extracted work is already independent from the measurement outcome. After the strength is also fixed, this makes nature assign a particular amount of work to a given entanglement degree. Extracted work becomes the entanglement-degree times the entire thermal energy at low temperatures -- e.g., room temperature for optical modes. Environment, nature itself, converts entanglement to an ordered, macroscopic, directional~(kinetic) energy from a disordered, microscopic, randomized thermal energy. And the converted amount is solely determined by the entanglement.","[""Rasim Volga Ovali"", ""Shakir Ullah"", ""Mehmet Günay"", ""Mehmet Emre Tasgin""]",2023-01-02T09:23:00+00:00,2023-01-02T09:23:00+00:00,quant-ph,"[""quant-ph"", ""cond-mat.stat-mech""]",4 pages,,,http://arxiv.org/abs/2301.00574v1,https://arxiv.org/pdf/2301.00574v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_030,out_of_scope,out_of_scope_other,theory_or_methods,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2601.01933,High-Resolution Spectroscopy of the X-A Transition of the Carbon Monoxide Dication CO$^{2+}$,"We report rovibronic spectra of the A $^3Σ^+$($v'=0-2$) - X $^3Π_Ω(v=0)$ rovibronic transitions ($|Ω|=0, 1$ and 2) of the CO$^{2+}$ doubly-charged molecular ion. Spectra were recorded at high resolution ($\sim 5$~cm$^{-1}$) in a fast beam of CO$^{2+}$ molecules by detecting the Coulomb explosion of the molecules upon excitation to the A state. Measurements were guided by \textit{ab initio} calculations which then assisted the assignment of the observed spectral features. Our results resolve the spin-orbit splittings of the ground vibronic state X $^3Π_Ω(v=0)$, but not the rotational structure of the bands due to spectral congestion, and provide spectroscopic information on CO$^{2+}$ with unprecedented resolution. In doing so they expand our knowledge of this benchmark doubly charged molecular ion and expand the short list of doubly charged molecules studied at high resolution.","[""X. Huet"", ""A. Aerts"", ""N. Vaeck"", ""M. Génévriez"", ""X. Urbain""]",2026-01-05T09:35:55+00:00,2026-01-05T09:35:55+00:00,physics.atom-ph,"[""physics.atom-ph"", ""quant-ph""]",,,10.1103/x1f1-445d,http://arxiv.org/abs/2601.01933v1,https://arxiv.org/pdf/2601.01933v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_031,out_of_scope,out_of_scope_other,theory_or_methods,"Heuristic matched out of scope evidence for out_of_scope_other: spectroscopy, molecular.","[""spectroscopy"", ""molecular""]",False,False,False
2601.00383,Probabilistic Entanglement Distillation: Error Exponents via Postselected Quantum Hypothesis Testing Against Separable States,"Entanglement distillation and entanglement cost are fundamental tasks in quantum entanglement theory. This work studies both in the probabilistic setting and focuses on the asymptotic error exponent of probabilistic entanglement distillation when the operational model is $δ$-approximately nonentangling or $δ$-approximately dually nonentangling quantum instruments. While recent progress has clarified limitations of probabilistic transformations in general resource theories, an analytic formula for the error exponent of probabilistic entanglement distillation under approximately (dually) nonentangling operations has remained unavailable. Building on the framework of postselected quantum hypothesis testing, we establish a direct connection between probabilistic distillation and postselected hypothesis testing against the set of separable states. In particular, we derive an analytical characterization of the distillation error exponent under $δ$-approximately nonentangling quantum instruments. Besides, we relate the exponent to postselected hypothesis testing with measurements restricted to be separable. We further investigate probabilistic entanglement dilution and establish a relation between probabilistic entanglement costs under approximately nonentangling and approximately dually nonentangling instruments, together with a bound on the probabilistic entanglement cost under nonentangling instruments.","[""Xian Shi""]",2026-01-01T16:20:06+00:00,2026-01-11T09:10:27+00:00,quant-ph,"[""quant-ph""]",minor mistakes are corrected,,,http://arxiv.org/abs/2601.00383v2,https://arxiv.org/pdf/2601.00383v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_032,in_scope,quantum_information_theory,theory,Heuristic matched in scope evidence for quantum_information_theory: entanglement theory.,"[""entanglement theory""]",False,False,True
2501.02681,Quest for quantum advantage: Monte Carlo wave-function simulations of the Coherent Ising Machine,"The Coherent Ising Machine (CIM) is a quantum network of optical parametric oscillators (OPOs) intended to find ground states of the Ising model. This is an NP-hard problem, related to several important minimization problems, including the max-cut graph problem, and many similar problems. In order to enhance its potential performance, we analyze the coherent coupling strategy for the CIM in a highly quantum regime. To explore this limit we employ accurate numerical simulations. Due to the inherent complexity of the system, the maximum network size is limited. While master equation methods can be used, their scalability diminishes rapidly for larger systems. Instead, we use Monte Carlo wave-function methods, which scale as the wave-function dimension, and use large numbers of samples. These simulations involve Hilbert spaces exceeding $10^{7}$ dimensions. To evaluate success probabilities, we use quadrature probabilities. We demonstrate the potential for quantum computational advantage through improved simulation times and success rates in a low-dissipation regime, by using quantum superpositions and time varying couplings to give enhanced quantum effects.","[""Manushan Thenabadu"", ""Run Yan Teh"", ""Jia Wang"", ""Simon Kiesewetter"", ""Margaret D Reid"", ""Peter D Drummond""]",2025-01-05T22:37:06+00:00,2025-01-05T22:37:06+00:00,quant-ph,"[""quant-ph"", ""math-ph""]",10 pages,,,http://arxiv.org/abs/2501.02681v1,https://arxiv.org/pdf/2501.02681v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_033,in_scope,quantum_networks,experimental_or_demonstration,Heuristic matched in scope evidence for quantum_networks: quantum network.,"[""quantum network""]",False,False,True
2301.0291,Universality in odd-even harmonic generation and application in terahertz waveform sampling,"Odd-even harmonics emitted from a laser-target system imprint rich, subtle information characterizing the system's dynamical asymmetry, which is desirable to decipher. In this Letter, we discover a simple universal relation between the odd-even harmonics and the asymmetry of the THz-assisted laser-atomic system -- atoms in a fundamental mid-IR laser pulse combined with a THz laser. First, we demonstrate numerically and then analytically formulize the harmonic even-to-odd ratio as a function of the THz electric field, the source of the system's asymmetry. Notably, we suggest a scaling that makes the obtained rule universal, independent of the parameters of both the fundamental pulse and atomic target. This universality facilitates us to propose a general pump-probe scheme for THz waveform sampling from the even-to-odd ratio, measurable within a conventional compact setup.","[""Doan-An Trieu"", ""Ngoc-Loan Phan"", ""Quan-Hao Truong"", ""Hien T. Nguyen"", ""Cam-Tu Le"", ""DinhDuy Vu"", ""Van-Hoang Le""]",2023-01-07T18:06:58+00:00,2023-01-16T13:23:04+00:00,quant-ph,"[""quant-ph"", ""physics.comp-ph"", ""physics.optics""]",,,10.1103/PhysRevA.108.023109,http://arxiv.org/abs/2301.02910v2,https://arxiv.org/pdf/2301.02910v2,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_034,out_of_scope,out_of_scope_other,experimental_or_demonstration,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2501.01549,"Quantum Error Correction with Goppa Codes from Maximal Curves: Design, Simulation, and Performance","This paper characterizes Goppa codes of certain maximal curves over finite fields defined by equations of the form $y^n = x^m + x$. We investigate Algebraic Geometric and quantum stabilizer codes associated with these maximal curves and propose modifications to improve their parameters. The theoretical analysis is complemented by extensive simulation results, which validate the performance of these codes under various error rates. We provide concrete examples of the constructed codes, comparing them with known results to highlight their strengths and trade-offs. The simulation data, presented through detailed graphs and tables, offers insights into the practical behavior of these codes in noisy environments. Our findings demonstrate that while the constructed codes may not always achieve optimal minimum distances, they offer systematic construction methods and interesting parameter trade-offs that could be valuable in specific applications or for further theoretical study.","[""Vahid Nourozi""]",2025-01-02T21:43:59+00:00,2025-01-02T21:43:59+00:00,math.AG,"[""math.AG"", ""quant-ph""]",,,10.1142/S1793830925500090,http://arxiv.org/abs/2501.01549v1,https://arxiv.org/pdf/2501.01549v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_035,in_scope,quantum_error_correction,experimental_or_demonstration,"Heuristic matched in scope evidence for quantum_error_correction: quantum error correction, error correction.","[""quantum error correction"", ""error correction""]",False,False,False
2401.03052,Genuine entanglement detection via projection map in multipartite systems,"We present a formalism to detect genuine multipartite entanglement by considering projection map which is a positive but not completely positive map. Projection map has been motivated by the no-pancake theorem which repudiates the existence of a quantum operation that maps the Bloch sphere onto a disk along its equator. The not complete positivity feature of projection map is explored to investigate genuine multipartite entanglement in arbitrary N-qubit quantum systems. Our proposed framework can detect some important classes of genuinely entangled states in tripartite and quadripartite scenarios. We provide illustrative example to show the efficacy of our formalism to detect a class of tripartite PPT bound entangled states. Finally, we construct a suitable witness operator based on projection map to certify genuine tripartite entanglement, which is likely to be feasible experimentally.","[""Bivas Mallick"", ""Sumit Nandi""]",2024-01-05T20:06:42+00:00,2024-10-03T19:42:45+00:00,quant-ph,"[""quant-ph""]","11 pages, 5 figures, Close to published version",Phys. Scr. 99 105116 (2024),10.1088/1402-4896/ad7204,http://arxiv.org/abs/2401.03052v3,https://arxiv.org/pdf/2401.03052v3,cat:quant-ph AND submittedDate:[202401010000 TO 202412312359],2024,SCREEN_036,in_scope,quantum_hardware_systems,experimental_hardware,Heuristic matched in scope evidence for quantum_hardware_systems: qubit.,"[""qubit""]",False,False,True
2401.02351,Young's Double-Slit Interference Demonstration with Single Photons,"The interference of single photons going through a double slit is a compelling demonstration of the wave and particle nature of light in the same experiment. Single photons produced by spontaneous parametric down-conversion can be used for this purpose. However, it is particularly challenging to implement due to coherency and resolution challenges. In this article, we present a tabletop laboratory arrangement suitable for the undergraduate instruction laboratory that overcomes these challenges. The apparatus scans a single detector to produce a plot showing the interference patterns of single photons. We include experimental data obtained using this setup demonstrating double-slit and single-slit interference as well as quantum erasing through the use of sheet polarizers.","[""Bill J. Luo"", ""Leia Francis"", ""Valeria Rodriguez-Fajardo"", ""Farbod Khoshnoud"", ""Enrique J. Galvez""]",2024-01-04T16:46:57+00:00,2024-01-04T16:46:57+00:00,quant-ph,"[""quant-ph""]","22 pages, 6 figures, Accepted by American Journal of Physics",,,http://arxiv.org/abs/2401.02351v1,https://arxiv.org/pdf/2401.02351v1,cat:quant-ph AND submittedDate:[202401010000 TO 202412312359],2024,SCREEN_037,out_of_scope,out_of_scope_other,experimental_or_demonstration,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2301.02237,Observation of Anomalous Decay of a Polarized Three-Component Fermi Gas,"Systems of fermions with multiple internal states, such as quarks in quantum chromodynamics and nucleons in nuclear matter, are at the heart of some of the most complex quantum many-body problems. The stability of such many-body multi-component systems is crucial to understanding, for instance, baryon formation and the structure of nuclei, but these fermionic problems are typically very challenging to tackle theoretically. Versatile experimental platforms on which to study analogous problems are thus sought after. Here, we report the creation of a uniform gas of three-component fermions. We characterize the decay of this system across a range of interaction strengths and observe nontrivial competition between two- and three-body loss processes. We observe anomalous decay of the polarized (i.e. spin-population imbalanced) gas, in which the loss rates of each component unexpectedly differ. We introduce a generalized three-body rate equation which captures the decay dynamics, but the underlying microscopic mechanism is unknown.","[""Grant L. Schumacher"", ""Jere T. Mäkinen"", ""Yunpeng Ji"", ""Gabriel G. T. Assumpção"", ""Jianyi Chen"", ""Songtao Huang"", ""Franklin J. Vivanco"", ""Nir Navon""]",2023-01-05T18:59:32+00:00,2023-01-05T18:59:32+00:00,cond-mat.quant-gas,"[""cond-mat.quant-gas"", ""cond-mat.stat-mech"", ""physics.atom-ph"", ""quant-ph""]","Main Text: 6 pages, 4 figures, 56 references. Supplementary Material: 8 pages, 8 figures, 8 references","Nat. Comm. 17, 174 (2026)",10.1038/s41467-025-65183-3,http://arxiv.org/abs/2301.02237v1,https://arxiv.org/pdf/2301.02237v1,cat:quant-ph AND submittedDate:[202301010000 TO 202312312359],2023,SCREEN_038,borderline,borderline_many_body,experimental_or_demonstration,Heuristic matched borderline evidence for borderline_many_body: many body.,"[""many body""]",False,False,True
2501.01647,Quantum state transfer of superposed multi-photon states via phonon-induced dynamic resonance in an optomechanical system,"We propose a method to transfer macroscopically superposed states between two optical cavities mediated by a mechanical oscillator, which works in a nonlinear regime of optomechanical interaction. Our approach relies on the phonon-induced dynamic resonance, where the motion of mechanical oscillator dynamically sets on/off the resonance between two cavities. Our method assumes high amplitude limit of oscillator, weak coupling between optical cavities, and adiabatic approximation. We show that, under these conditions, various multi-photon quantum states, especially, Schr{ö}dinger cat states, can be transferred with nearly perfect fidelity in a deterministic process. We show that transfer fidelity of 0.99 can be achieved using the experimental parameters in currently available technology.","[""Xuanloc Leu"", ""Xuan-Hoai Thi Nguyen"", ""Jinhyoung Lee""]",2025-01-03T05:36:11+00:00,2025-01-03T05:36:11+00:00,quant-ph,"[""quant-ph""]",8 figures,,,http://arxiv.org/abs/2501.01647v1,https://arxiv.org/pdf/2501.01647v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025,SCREEN_039,out_of_scope,out_of_scope_other,experimental_or_demonstration,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
2601.01519,Entropy and Variance Squeezing of V-type Atom in Dissipative Cavity,"Based on Ref.\cite{Riccardi A}, we investigate the entropy and variance squeezing of a V-type atom in a dissipative cavity, and discuss the influences of parameters including the spontaneously generated interference (SGI) ($θ$), the cavity-environment coupling ($γ_0/κ$) and the atom-cavity detuning ($Δ$) on the atomic squeezing by using different initial states. The results show that no squeezing of $S_y$ occurs under any condition and that variance squeezing of $S_x$ appears only when $Δ>0$. Entropy squeezing quantifies quantum fluctuations more precisely than variance squeezing. Moreover, the atomic squeezing of $S_x$ clearly depends on $θ$, $γ_0/κ$, $Δ$ and the initial state. These findings are meaningful for quantum information processing as an ultra-low-noise resource.","[""Zijin Liang"", ""Qiying Pan"", ""Hong-Mei Zou"", ""Chenrui Bi""]",2026-01-04T13:07:04+00:00,2026-01-04T13:07:04+00:00,quant-ph,"[""quant-ph""]",,,,http://arxiv.org/abs/2601.01519v1,https://arxiv.org/pdf/2601.01519v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_040,in_scope,quantum_information_theory,hardware_or_systems,Heuristic matched in scope evidence for quantum_information_theory: quantum information.,"[""quantum information""]",False,False,False
2601.0266,Localization of joint quantum measurements on $\mathbb{C}^d \otimes \mathbb{C}^d$ by entangled resources with Schmidt number at most $d$,"Localizable measurements are joint quantum measurements that can be implemented using only non-adaptive local operations and shared entanglement. We provide a protocol-independent characterization of localizable projection-valued measures (PVMs) by exploiting algebraic structures that any such measurement must satisfy. We first show that a rank-1 PVM on $\mathbb{C}^d\otimes\mathbb{C}^d$ containing an element with the maximal Schmidt rank can be localized using entanglement of a Schmidt number at most $d$ if and only if it forms a maximally entangled basis corresponding to a nice unitary error basis. This reveals strong limitations imposed by non-adaptive local operations, in contrast to the adaptive setting where any joint measurement is implementable. We then completely characterize two-qubit rank-1 PVMs that can be localized with two-qubit entanglement, resolving a conjecture of Gisin and Del Santo, and finally extend our characterization to ideal two-qudit measurements, strengthening earlier results.","[""Seiseki Akibue"", ""Jisho Miyazaki""]",2026-01-06T02:18:17+00:00,2026-01-06T02:18:17+00:00,quant-ph,"[""quant-ph""]","13 pages, 2 figures",,,http://arxiv.org/abs/2601.02660v1,https://arxiv.org/pdf/2601.02660v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_041,in_scope,quantum_hardware_systems,protocol_or_communication,Heuristic matched in scope evidence for quantum_hardware_systems: qubit.,"[""qubit""]",False,False,True
2601.00483,Prediction of a measurable sign change in the Casimir force using a magnetic fluid,"We demonstrate quantum levitation controlled by Casimir forces acting between a polystyrene surface and a Teflon-coated metallic substrate immersed in a mixture of Toluene and magnetite particles. This system experiences repulsion-attraction transitions in the Casimir interaction for distances where the effect is measurable. This Casimir trapping can be controlled by clever choices of metallic and ferrofluid materials, which are directly linked to the emergence of the trapping effect. Thermal and quantum contributions are investigated in detail, showing how the optical and magnetic properties of the ferrofluid and other materials affect the magnitude of the trapping and its distance range of observability.","[""Long Ma"", ""Larissa Inácio"", ""Dai-Nam Le"", ""Lilia M. Woods"", ""Mathias Boström""]",2026-01-01T21:31:19+00:00,2026-01-01T21:31:19+00:00,quant-ph,"[""quant-ph"", ""cond-mat.mes-hall"", ""physics.app-ph"", ""physics.optics""]","9 pages, 4 figures. Submitted",,,http://arxiv.org/abs/2601.00483v1,https://arxiv.org/pdf/2601.00483v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026,SCREEN_042,out_of_scope,out_of_scope_other,experimental_or_demonstration,"No strong QIS task, protocol, resource, or hardware terms were matched in title/abstract.",[],False,False,False
